"Time","NERSC-Perlmutter-CPU"
2025-09-20 22:00:00,116
2025-09-20 22:30:00,116
2025-09-20 23:00:00,116
2025-09-20 23:30:00,125
2025-09-21 00:00:00,222
2025-09-21 00:30:00,232
2025-09-21 01:00:00,231
2025-09-21 01:30:00,232
2025-09-21 02:00:00,256
2025-09-21 02:30:00,290
2025-09-21 03:00:00,290
2025-09-21 03:30:00,290
2025-09-21 04:00:00,290
2025-09-21 04:30:00,290
2025-09-21 05:00:00,290
2025-09-21 05:30:00,290
2025-09-21 06:00:00,290
2025-09-21 06:30:00,290
2025-09-21 07:00:00,289
2025-09-21 07:30:00,290
2025-09-21 08:00:00,290
2025-09-21 08:30:00,290
2025-09-21 09:00:00,290
2025-09-21 09:30:00,290
2025-09-21 10:00:00,288
2025-09-21 10:30:00,290
2025-09-21 11:00:00,288
2025-09-21 11:30:00,290
2025-09-21 12:00:00,289
2025-09-21 12:30:00,290
2025-09-21 13:00:00,290
2025-09-21 13:30:00,290
2025-09-21 14:00:00,290
2025-09-21 14:30:00,290
2025-09-21 15:00:00,290
2025-09-21 15:30:00,290
2025-09-21 16:00:00,290
2025-09-21 16:30:00,290
2025-09-21 17:00:00,260
