"Time","NERSC-Perlmutter-CPU"
2025-10-05 03:00:00,
2025-10-05 03:30:00,
2025-10-05 04:00:00,
2025-10-05 04:30:00,
2025-10-05 05:00:00,
2025-10-05 05:30:00,
2025-10-05 06:00:00,
2025-10-05 06:30:00,
2025-10-05 07:00:00,
2025-10-05 07:30:00,
2025-10-05 08:00:00,
2025-10-05 08:30:00,
2025-10-05 09:00:00,
2025-10-05 09:30:00,1
2025-10-05 10:00:00,
2025-10-05 10:30:00,
2025-10-05 11:00:00,
2025-10-05 11:30:00,
2025-10-05 12:00:00,
2025-10-05 12:30:00,
2025-10-05 13:00:00,
2025-10-05 13:30:00,
2025-10-05 14:00:00,
2025-10-05 14:30:00,
2025-10-05 15:00:00,
2025-10-05 15:30:00,
2025-10-05 16:00:00,
2025-10-05 16:30:00,
2025-10-05 17:00:00,
2025-10-05 17:30:00,
2025-10-05 18:00:00,
2025-10-05 18:30:00,
2025-10-05 19:00:00,
2025-10-05 19:30:00,
2025-10-05 20:00:00,
2025-10-05 20:30:00,
2025-10-05 21:00:00,
2025-10-05 21:30:00,
2025-10-05 22:00:00,
2025-10-05 22:30:00,
2025-10-05 23:00:00,
2025-10-05 23:30:00,
2025-10-06 00:00:00,
2025-10-06 00:30:00,
2025-10-06 01:00:00,
2025-10-06 01:30:00,
2025-10-06 02:00:00,
2025-10-06 02:30:00,
2025-10-06 03:00:00,
2025-10-06 03:30:00,
2025-10-06 04:00:00,
2025-10-06 04:30:00,
2025-10-06 05:00:00,
2025-10-06 05:30:00,
2025-10-06 06:00:00,1
2025-10-06 06:30:00,
2025-10-06 07:00:00,
2025-10-06 07:30:00,
2025-10-06 08:00:00,
2025-10-06 08:30:00,
2025-10-06 09:00:00,
2025-10-06 09:30:00,
2025-10-06 10:00:00,
2025-10-06 10:30:00,
2025-10-06 11:00:00,
2025-10-06 11:30:00,
2025-10-06 12:00:00,
2025-10-06 12:30:00,
2025-10-06 13:00:00,
2025-10-06 13:30:00,
2025-10-06 14:00:00,
2025-10-06 14:30:00,
2025-10-06 15:00:00,
2025-10-06 15:30:00,
2025-10-06 16:00:00,
2025-10-06 16:30:00,
2025-10-06 17:00:00,
2025-10-06 17:30:00,
2025-10-06 18:00:00,
2025-10-06 18:30:00,
2025-10-06 19:00:00,
2025-10-06 19:30:00,
2025-10-06 20:00:00,
2025-10-06 20:30:00,
2025-10-06 21:00:00,
2025-10-06 21:30:00,
2025-10-06 22:00:00,
2025-10-06 22:30:00,
2025-10-06 23:00:00,
2025-10-06 23:30:00,
2025-10-07 00:00:00,57.3
2025-10-07 00:30:00,57.7
2025-10-07 01:00:00,58
2025-10-07 01:30:00,57.3
2025-10-07 02:00:00,58
2025-10-07 02:30:00,57.3
2025-10-07 03:00:00,58
2025-10-07 03:30:00,56.3
2025-10-07 04:00:00,58
2025-10-07 04:30:00,
2025-10-07 05:00:00,
2025-10-07 05:30:00,
2025-10-07 06:00:00,
2025-10-07 06:30:00,1
2025-10-07 07:00:00,
2025-10-07 07:30:00,
2025-10-07 08:00:00,
2025-10-07 08:30:00,
2025-10-07 09:00:00,
2025-10-07 09:30:00,
2025-10-07 10:00:00,56.7
2025-10-07 10:30:00,58
2025-10-07 11:00:00,170
2025-10-07 11:30:00,199
2025-10-07 12:00:00,197
2025-10-07 12:30:00,193
2025-10-07 13:00:00,282
2025-10-07 13:30:00,394
2025-10-07 14:00:00,396
2025-10-07 14:30:00,502
2025-10-07 15:00:00,594
2025-10-07 15:30:00,566
2025-10-07 16:00:00,588
2025-10-07 16:30:00,614
2025-10-07 17:00:00,782
2025-10-07 17:30:00,939
2025-10-07 18:00:00,988
2025-10-07 18:30:00,986
2025-10-07 19:00:00,984
2025-10-07 19:30:00,986
2025-10-07 20:00:00,987
2025-10-07 20:30:00,980
2025-10-07 21:00:00,988
2025-10-07 21:30:00,990
2025-10-07 22:00:00,975
2025-10-07 22:30:00,987
2025-10-07 23:00:00,979
2025-10-07 23:30:00,990
2025-10-08 00:00:00,781
2025-10-08 00:30:00,175
2025-10-08 01:00:00,15.7
2025-10-08 01:30:00,
2025-10-08 02:00:00,5
2025-10-08 02:30:00,9
2025-10-08 03:00:00,9
2025-10-08 03:30:00,
2025-10-08 04:00:00,
2025-10-08 04:30:00,
2025-10-08 05:00:00,
2025-10-08 05:30:00,
2025-10-08 06:00:00,
2025-10-08 06:30:00,
2025-10-08 07:00:00,
2025-10-08 07:30:00,
2025-10-08 08:00:00,
2025-10-08 08:30:00,
2025-10-08 09:00:00,
2025-10-08 09:30:00,
2025-10-08 10:00:00,
2025-10-08 10:30:00,
2025-10-08 11:00:00,
2025-10-08 11:30:00,
2025-10-08 12:00:00,
2025-10-08 12:30:00,
2025-10-08 13:00:00,
2025-10-08 13:30:00,
2025-10-08 14:00:00,138
2025-10-08 14:30:00,349
2025-10-08 15:00:00,398
2025-10-08 15:30:00,361
2025-10-08 16:00:00,284
2025-10-08 16:30:00,280
2025-10-08 17:00:00,280
2025-10-08 17:30:00,280
2025-10-08 18:00:00,246
2025-10-08 18:30:00,146
2025-10-08 19:00:00,
2025-10-08 19:30:00,
2025-10-08 20:00:00,
2025-10-08 20:30:00,
2025-10-08 21:00:00,
2025-10-08 21:30:00,
2025-10-08 22:00:00,
2025-10-08 22:30:00,
2025-10-08 23:00:00,
2025-10-08 23:30:00,
2025-10-09 00:00:00,181
2025-10-09 00:30:00,358
2025-10-09 01:00:00,398
2025-10-09 01:30:00,398
2025-10-09 02:00:00,398
2025-10-09 02:30:00,398
2025-10-09 03:00:00,398
2025-10-09 03:30:00,398
2025-10-09 04:00:00,373
2025-10-09 04:30:00,375
2025-10-09 05:00:00,351
2025-10-09 05:30:00,275
2025-10-09 06:00:00,367
2025-10-09 06:30:00,482
2025-10-09 07:00:00,558
2025-10-09 07:30:00,597
2025-10-09 08:00:00,597
2025-10-09 08:30:00,597
2025-10-09 09:00:00,597
2025-10-09 09:30:00,624
2025-10-09 10:00:00,833
2025-10-09 10:30:00,630
2025-10-09 11:00:00,597
2025-10-09 11:30:00,597
2025-10-09 12:00:00,597
2025-10-09 12:30:00,597
2025-10-09 13:00:00,867
2025-10-09 13:30:00,995
2025-10-09 14:00:00,892
2025-10-09 14:30:00,646
2025-10-09 15:00:00,597
2025-10-09 15:30:00,597
2025-10-09 16:00:00,597
2025-10-09 16:30:00,597
2025-10-09 17:00:00,365
2025-10-09 17:30:00,3
2025-10-09 18:00:00,199
2025-10-09 18:30:00,199
2025-10-09 19:00:00,199
2025-10-09 19:30:00,199
2025-10-09 20:00:00,199
2025-10-09 20:30:00,199
2025-10-09 21:00:00,498
2025-10-09 21:30:00,817
2025-10-09 22:00:00,994
2025-10-09 22:30:00,995
2025-10-09 23:00:00,1054
2025-10-09 23:30:00,1193
2025-10-10 00:00:00,1185
2025-10-10 00:30:00,1192
2025-10-10 01:00:00,1193
2025-10-10 01:30:00,1194
2025-10-10 02:00:00,1190
2025-10-10 02:30:00,1194
2025-10-10 03:00:00,1194
2025-10-10 03:30:00,1291
2025-10-10 04:00:00,1439
2025-10-10 04:30:00,1470
2025-10-10 05:00:00,1469
2025-10-10 05:30:00,1471
2025-10-10 06:00:00,1587
2025-10-10 06:30:00,1746
2025-10-10 07:00:00,1870
2025-10-10 07:30:00,1795
2025-10-10 08:00:00,1584
2025-10-10 08:30:00,1592
2025-10-10 09:00:00,1761
2025-10-10 09:30:00,1789
2025-10-10 10:00:00,1788
2025-10-10 10:30:00,1791
2025-10-10 11:00:00,1788
2025-10-10 11:30:00,1845
2025-10-10 12:00:00,1968
2025-10-10 12:30:00,1968
2025-10-10 13:00:00,1969
2025-10-10 13:30:00,1971
2025-10-10 14:00:00,1971
2025-10-10 14:30:00,1964
2025-10-10 15:00:00,1907
2025-10-10 15:30:00,1889
2025-10-10 16:00:00,1904
2025-10-10 16:30:00,1910
2025-10-10 17:00:00,1896
2025-10-10 17:30:00,1897
2025-10-10 18:00:00,2039
2025-10-10 18:30:00,1902
2025-10-10 19:00:00,1733
2025-10-10 19:30:00,1883
2025-10-10 20:00:00,1906
2025-10-10 20:30:00,1910
2025-10-10 21:00:00,1913
2025-10-10 21:30:00,1912
2025-10-10 22:00:00,1943
2025-10-10 22:30:00,1958
2025-10-10 23:00:00,1962
2025-10-10 23:30:00,1944
2025-10-11 00:00:00,1938
2025-10-11 00:30:00,1938
2025-10-11 01:00:00,1935
2025-10-11 01:30:00,1936
2025-10-11 02:00:00,2066
2025-10-11 02:30:00,2130
2025-10-11 03:00:00,2136
2025-10-11 03:30:00,2156
2025-10-11 04:00:00,2322
2025-10-11 04:30:00,2323
2025-10-11 05:00:00,2335
2025-10-11 05:30:00,2336
2025-10-11 06:00:00,2325
2025-10-11 06:30:00,2311
2025-10-11 07:00:00,2207
2025-10-11 07:30:00,2181
2025-10-11 08:00:00,2162
2025-10-11 08:30:00,2076
2025-10-11 09:00:00,2064
2025-10-11 09:30:00,1975
2025-10-11 10:00:00,1980
2025-10-11 10:30:00,1982
2025-10-11 11:00:00,1982
2025-10-11 11:30:00,1981
2025-10-11 12:00:00,1900
2025-10-11 12:30:00,1841
2025-10-11 13:00:00,1796
2025-10-11 13:30:00,1633
2025-10-11 14:00:00,1546
2025-10-11 14:30:00,1432
2025-10-11 15:00:00,1337
2025-10-11 15:30:00,1165
2025-10-11 16:00:00,1143
2025-10-11 16:30:00,1141
2025-10-11 17:00:00,1127
2025-10-11 17:30:00,1052
2025-10-11 18:00:00,944
2025-10-11 18:30:00,944
2025-10-11 19:00:00,941
2025-10-11 19:30:00,850
2025-10-11 20:00:00,712
2025-10-11 20:30:00,665
2025-10-11 21:00:00,615
2025-10-11 21:30:00,597
2025-10-11 22:00:00,597
2025-10-11 22:30:00,976
2025-10-11 23:00:00,993
2025-10-11 23:30:00,982
2025-10-12 00:00:00,1167
2025-10-12 00:30:00,1388
2025-10-12 01:00:00,1388
2025-10-12 01:30:00,1372
2025-10-12 02:00:00,1356
2025-10-12 02:30:00,1441
2025-10-12 03:00:00,1710
2025-10-12 03:30:00,1627
2025-10-12 04:00:00,1592
2025-10-12 04:30:00,1592
2025-10-12 05:00:00,1801
2025-10-12 05:30:00,1990
2025-10-12 06:00:00,1990
2025-10-12 06:30:00,2117
2025-10-12 07:00:00,2388
2025-10-12 07:30:00,2388
2025-10-12 08:00:00,2446
2025-10-12 08:30:00,2782
2025-10-12 09:00:00,2762
2025-10-12 09:30:00,3064
2025-10-12 10:00:00,3176
2025-10-12 10:30:00,3098
2025-10-12 11:00:00,3356
2025-10-12 11:30:00,3383
2025-10-12 12:00:00,3555
2025-10-12 12:30:00,3614
2025-10-12 13:00:00,3717
2025-10-12 13:30:00,3968
2025-10-12 14:00:00,4031
2025-10-12 14:30:00,4375
2025-10-12 15:00:00,4545
2025-10-12 15:30:00,4770
2025-10-12 16:00:00,4868
2025-10-12 16:30:00,4975
2025-10-12 17:00:00,4975
2025-10-12 17:30:00,4943
2025-10-12 18:00:00,4973
2025-10-12 18:30:00,4975
2025-10-12 19:00:00,4944
2025-10-12 19:30:00,4972
2025-10-12 20:00:00,4958
2025-10-12 20:30:00,4964
2025-10-12 21:00:00,4975
2025-10-12 21:30:00,4957
2025-10-12 22:00:00,4951
2025-10-12 22:30:00,4974
2025-10-12 23:00:00,4930
2025-10-12 23:30:00,4975
2025-10-13 00:00:00,4942
2025-10-13 00:30:00,4953
2025-10-13 01:00:00,4957
2025-10-13 01:30:00,4969
2025-10-13 02:00:00,4939
2025-10-13 02:30:00,4968
2025-10-13 03:00:00,4947
2025-10-13 03:30:00,4970
2025-10-13 04:00:00,4956
2025-10-13 04:30:00,4939
2025-10-13 05:00:00,4959
2025-10-13 05:30:00,4957
2025-10-13 06:00:00,4942
2025-10-13 06:30:00,4927
2025-10-13 07:00:00,4586
2025-10-13 07:30:00,4304
2025-10-13 08:00:00,4285
2025-10-13 08:30:00,4137
2025-10-13 09:00:00,4195
2025-10-13 09:30:00,4141
2025-10-13 10:00:00,4155
2025-10-13 10:30:00,4162
2025-10-13 11:00:00,4083
2025-10-13 11:30:00,3828
2025-10-13 12:00:00,3737
2025-10-13 12:30:00,3628
2025-10-13 13:00:00,3598
2025-10-13 13:30:00,3381
2025-10-13 14:00:00,3184
2025-10-13 14:30:00,3180
2025-10-13 15:00:00,3082
2025-10-13 15:30:00,2815
2025-10-13 16:00:00,2783
2025-10-13 16:30:00,2609
2025-10-13 17:00:00,2393
2025-10-13 17:30:00,2315
2025-10-13 18:00:00,2252
2025-10-13 18:30:00,2252
2025-10-13 19:00:00,2243
2025-10-13 19:30:00,1879
2025-10-13 20:00:00,1584
2025-10-13 20:30:00,1380
2025-10-13 21:00:00,1195
2025-10-13 21:30:00,1111
2025-10-13 22:00:00,838
2025-10-13 22:30:00,780
2025-10-13 23:00:00,652
2025-10-13 23:30:00,501
2025-10-14 00:00:00,230
2025-10-14 00:30:00,91.5
2025-10-14 01:00:00,1.67
2025-10-14 01:30:00,
2025-10-14 02:00:00,
2025-10-14 02:30:00,
2025-10-14 03:00:00,
2025-10-14 03:30:00,
2025-10-14 04:00:00,
2025-10-14 04:30:00,
2025-10-14 05:00:00,
2025-10-14 05:30:00,
2025-10-14 06:00:00,
2025-10-14 06:30:00,
2025-10-14 07:00:00,
2025-10-14 07:30:00,
2025-10-14 08:00:00,
2025-10-14 08:30:00,
2025-10-14 09:00:00,
2025-10-14 09:30:00,
2025-10-14 10:00:00,
2025-10-14 10:30:00,
2025-10-14 11:00:00,
2025-10-14 11:30:00,
2025-10-14 12:00:00,
2025-10-14 12:30:00,
2025-10-14 13:00:00,
2025-10-14 13:30:00,
2025-10-14 14:00:00,
2025-10-14 14:30:00,
2025-10-14 15:00:00,
2025-10-14 15:30:00,
2025-10-14 16:00:00,
2025-10-14 16:30:00,
2025-10-14 17:00:00,
2025-10-14 17:30:00,
2025-10-14 18:00:00,
2025-10-14 18:30:00,
2025-10-14 19:00:00,
2025-10-14 19:30:00,
2025-10-14 20:00:00,
2025-10-14 20:30:00,
2025-10-14 21:00:00,
2025-10-14 21:30:00,
2025-10-14 22:00:00,
2025-10-14 22:30:00,
2025-10-14 23:00:00,
2025-10-14 23:30:00,
2025-10-15 00:00:00,
2025-10-15 00:30:00,
2025-10-15 01:00:00,
2025-10-15 01:30:00,
2025-10-15 02:00:00,
2025-10-15 02:30:00,
2025-10-15 03:00:00,
2025-10-15 03:30:00,
2025-10-15 04:00:00,
2025-10-15 04:30:00,
2025-10-15 05:00:00,
2025-10-15 05:30:00,
2025-10-15 06:00:00,
2025-10-15 06:30:00,
2025-10-15 07:00:00,
2025-10-15 07:30:00,
2025-10-15 08:00:00,
2025-10-15 08:30:00,
2025-10-15 09:00:00,
2025-10-15 09:30:00,
2025-10-15 10:00:00,
2025-10-15 10:30:00,
2025-10-15 11:00:00,
2025-10-15 11:30:00,
2025-10-15 12:00:00,
2025-10-15 12:30:00,
2025-10-15 13:00:00,
2025-10-15 13:30:00,

